inn,skolkovo_id,name,year_founded,status,is_active,okved,fin_years,fin_years_count,revenue_latest,profit_latest,total_assets,equity,cash,egrul_name,egrul_ogrn,news_count,moex_ticker
9728021098,82bce6a44b29c2cf35d3eb27bf9cc04b,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНТЕРРА""",2020,Действует,True,Научные исследования и разработки в области естественных и т,2021-2025,5,117929000.0,4606000.0,6536000.0,2979000.0,671000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНТЕРРА""",1207700459658,0,
7726460297,dec6e2ed2d568b20a485156f5661697d,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОБИТ""",2019,Действует,True,Научные исследования и разработки в области естественных и т,2020-2025,6,22493000.0,10231000.0,120416000.0,1205000.0,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОБИТ""",1197746711172,0,
7325139255,dbf0a02a978a28985efa1ad2c1cb9498,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛИНГИ""",2015,Действует,True,Разработка компьютерного программного обеспечения,2015-2024,10,22295000.0,11101000.0,82958000.0,79813000.0,36594000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛИНГИ"" ",1157325005639,0,
4205334139,7682c9e1cf6706baa6b08f477d141040,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ""",2016,Действует,True,Научные исследования и разработки в области естественных и т,2016-2025,10,16000.0,-61000.0,8051000.0,7698000.0,53000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ""",1164205076034,0,
1683026236,b52413ab15d89b1a68dc67c474945eb8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ""",2025,Действует,True,Разработка компьютерного программного обеспечения,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ""",1251600010111,0,
7604323568,856ff504ae5613557dc5c34aa4cca5ab,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД ПРОМЫШЛЕННОЙ ЭЛЕКТРОНИКИ И СПЕЦТЕХНИКИ ""АНГСТРЕМ""",2017,Действует,True,Производство прочего электрического оборудования,2017-2021,5,413005000.0,10968000.0,194177000.0,14391000.0,25297000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД ПРОМЫШЛЕННОЙ ЭЛЕКТРОНИКИ И СПЕЦТЕХНИКИ ""АНГСТРЕМ""",1177627011913,0,
9731062175,f435dd6808571b8caf52b4c9f8b22fcb,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПАРТЛЕНД ХОУМШЕРИНГ""",2020,Действует,True,"Деятельность, связанная с использованием вычислительной техн",2020-2024,5,77000.0,-450000.0,2841000.0,-1311000.0,1370000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПАРТЛЕНД ХОУМШЕРИНГ""",1207700125104,0,
5050095889,c957cf151ca338967a733e48a2a7a796,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД ПОЛИМЕРНОГО МАШИНОСТРОЕНИЯ ""АТЛАСМАШ""",2012,Действует,True,"Производство оборудования специального назначения, не включе",2015-2024,10,392378000.0,83618000.0,245454000.0,134375000.0,13563000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД ПОЛИМЕРНОГО МАШИНОСТРОЕНИЯ ""АТЛАСМАШ""",1125050001230,0,
7814774253,e3b05b1ff87d3150b2cc58ebb8e4d6c9,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТРЕЙД""",2020,Действует,True,Разработка компьютерного программного обеспечения,2020-2024,5,47374000.0,5863000.0,15175000.0,11797000.0,1902000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТРЕЙД""",1207800040986,0,
9704225582,02ab2cf605a79a7e89a0fe15e0e14cc7,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕСПИЛОТНЫЙ ПОГРУЗЧИК""",2023,Действует,True,Разработка компьютерного программного обеспечения,2024-2024,1,2070000.0,-12514000.0,18775000.0,-12512000.0,57000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕСПИЛОТНЫЙ ПОГРУЗЧИК""",1237700730750,0,
4246025570,e1fdb1678cb4e993a6a8b16aa2fb6d06,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОИННОВАЦИОННЫЕ ТЕХНОЛОГИИ""",2024,Действует,True,Научные исследования и разработки в области биотехнологии,2024-2025,2,,,10000.0,10000.0,10000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОИННОВАЦИОННЫЕ ТЕХНОЛОГИИ""",1244200003816,0,
7726353947,4cd528c3a2aab2989d9c421863083546,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЛЭК РЭЙС""",2015,Действует,True,Производство электрических ламп и осветительного оборудовани,2015-2024,10,61706000.0,-1197000.0,39062000.0,-311000.0,6428000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЛЭК РЭЙС""",1157746883546,0,
7733420312,6940b221a96f336bf2a7114f57293fbe,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОТГЕРЦ""",2023,Действует,True,"Производство инструментов и приборов для измерения, тестиров",2023-2024,2,249437000.0,465000.0,57978000.0,594000.0,655000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОТГЕРЦ""",1237700571833,0,
7730292990,955786f984895b8782254269cad864ff,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУНАТЕХ""",2022,Действует,True,Разработка компьютерного программного обеспечения,2022-2025,4,3693000.0,10000.0,11000.0,11000.0,11000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУНАТЕХ""",1227700804429,0,
1684012821,a02df7014bded91f97ce56b0233f3e25,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ РЕШЕНИЯ ДЛЯ ДИАГНОСТИКИ ЗАБОЛЕВАНИЙ МОЗГА ""БРЕЙНФОН""",2023,Действует,True,Разработка компьютерного программного обеспечения,2023-2024,2,,-444000.0,761000.0,82000.0,79000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ РЕШЕНИЯ ДЛЯ ДИАГНОСТИКИ ЗАБОЛЕВАНИЙ МОЗГА ""БРЕЙНФОН""",1231600026503,0,
5473020186,ee05e709999cc5cbc071943eeb49877a,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИМ-ВЕКТОР""",2025,Действует,True,Разработка компьютерного программного обеспечения,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИМ-ВЕКТОР""",1255400010359,0,
5022079660,6211e43bff3a3dadfe0b293973a0eb23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРБОН ГЛАС""",2025,Действует,True,Научные исследования и разработки в области естественных и т,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРБОН ГЛАС""",1255000010440,0,
6319194217,6412d6b90e606416542faeca46337427,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ХЛОРТЕХ""",2015,Действует,True,Научные исследования и разработки в области естественных и т,2015-2024,10,34274000.0,46000.0,9312000.0,10000.0,170000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ХЛОРТЕХ""",1156313013548,0,
7813566035,6f2fce7c8a31b4e9e78b45bd3d7f4546,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИЗРАПП""",2013,Действует,True,Разработка компьютерного программного обеспечения,2016-2024,9,57669000.0,19414000.0,79676000.0,76560000.0,2717000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИЗРАПП""",1137847247185,0,
7726677170,5af2a2824977a80afee8e107e662d494,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПО СОФТ""",2011,Действует,True,Разработка компьютерного программного обеспечения,2015-2024,10,113531000.0,1144000.0,65956000.0,48221000.0,1989000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПО СОФТ""",1117746420263,0,
9710144042,708141a131d4120ea88bda884c69f9f0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МКЗ""",2025,Действует,True,"Производство пластмассовых изделий, используемых в строитель",,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МКЗ""",1257700091660,0,
7720927874,b7db08b75a7530ef9012e18ef2421330,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБОРАТОРИЯ НАВИГАЦИИ""",2024,Действует,True,Научные исследования и разработки в области естественных и т,2024-2024,1,11200000.0,7537000.0,13280000.0,7549000.0,13280000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБОРАТОРИЯ НАВИГАЦИИ""",1247700300627,0,
5024233444,19bebe63d36418ba704cfd9c4e6e271c,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕХ""",2023,Действует,True,Разработка компьютерного программного обеспечения,2023-2024,2,3010000.0,1555000.0,2932000.0,1565000.0,2932000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕХ""",1235000075001,0,
9710133837,9944c137479fc38eb230efd76df11c60,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОПФЛИТ РОБОТИКС""",2024,Действует,True,Научные исследования и разработки в области естественных и т,2024-2024,1,,1475000.0,2848000.0,1575000.0,123000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОПФЛИТ РОБОТИКС""",1247700406612,0,
7801739808,c63e54a761d16a9c241d329453b4dae4,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРЕГРИН""",2025,Действует,True,Научные исследования и разработки в области естественных и т,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРЕГРИН""",1257800009312,0,
7743167267,ee6fe3136798502c84bf8b9065b753fa,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГК ""ДИАТ""",2016,Действует,True,"Производство строительных металлических конструкций, изделий",2016-2025,10,933775000.0,5785000.0,618994000.0,71765000.0,946000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГК ""ДИАТ""",1167746741348,0,
9731065497,ab6cd42d3b12e749e1b4abb3e585a145,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИДЖИТАЛ ВОРЛД""",2020,Действует,True,Разработка компьютерного программного обеспечения,2020-2024,5,23237000.0,-8093000.0,52509000.0,33449000.0,2524000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИДЖИТАЛ ВОРЛД""",1207700203017,0,
7811272960,32c9df95db616448f03946376152c83a,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭБС ЛАНЬ""",2016,Действует,True,Деятельность по созданию и использованию баз данных и информ,2016-2024,9,214214000.0,-15426000.0,49974000.0,27795000.0,5304000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭБС ЛАНЬ""",1167847058664,0,
7735201429,afe7ef61e8f70b9e6d79602fb1cff8d0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОПРОМТАРА""",2023,Действует,True,Научные исследования и разработки в области естественных и т,2024-2025,2,,,9494000.0,56000.0,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОПРОМТАРА""",1237700779690,0,
7802591840,0eb344a6a672d73b859b02de50bef2f4,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНАМЕРУ""",2016,Действует,True,Научные исследования и разработки в области естественных и т,2016-2024,9,559300000.0,345929000.0,1396197000.0,973654000.0,17627000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНАМЕРУ""",1167847343410,0,
4205414183,0a30a7d8703dbfb8f04eb23c143fb867,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕОТЕХМОНИТОРИНГ""",2023,Действует,True,"Создание геодезической, нивелирной, гравиметрической сетей",2023-2024,2,2000000.0,82000.0,141000.0,141000.0,4000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕОТЕХМОНИТОРИНГ""",1234200006248,0,
3664086233,9219e3edcc609d5e8cf2cb50765eecf9,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОНЕ ДЕВЕЛОПМЕНТ""",2007,Действует,True,"Деятельность, связанная с использованием вычислительной техн",2016-2025,10,550863000.0,82073000.0,171766000.0,158244000.0,4109000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОНЕ ДЕВЕЛОПМЕНТ""",1073668003089,0,
9731144188,30e7227d3333bd2346493e3112bd24b5,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦИФРОВЫЕ СЕРВИСЫ""",2024,Действует,True,Научные исследования и разработки в области естественных и т,2025-2025,1,2253000.0,-2683000.0,24521000.0,-2083000.0,2212000.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦИФРОВЫЕ СЕРВИСЫ""",1247700743421,0,
5473012717,2e69ee89c0b0f5cc70f90e2ec3c13409,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-ФУТЕРОВОЧНАЯ КОМПАНИЯ ИНЖИНИРИНГ""",2023,Действует,True,Научные исследования и разработки в области естественных и т,2024-2024,1,,-35000.0,4766000.0,-25000.0,339000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-ФУТЕРОВОЧНАЯ КОМПАНИЯ ИНЖИНИРИНГ""",1235400045650,0,
4205418357,b86520405a37c02406ffc7330528ea42,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕРЦ""",2023,Действует,True,Научные исследования и разработки в области естественных и т,2023-2024,2,28000.0,-147000.0,56000.0,-137000.0,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕРЦ""",1234200015389,0,
5044137957,747481613cd0e47e16c8fc3cd3c4e8f3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕТАЛОН ЛАБС""",2023,"Регистрирующим органом принято решение о предстоящем исключении юридического лица из ЕГРЮЛ (наличие в ЕГРЮЛ сведений о юридическом лице, в отношении которых внесена запись о недостоверности)",False,Научные исследования и разработки в области естественных и т,2023-2025,3,,,45603000.0,-62575000.0,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕТАЛОН ЛАБС""",1235000001730,0,
7727418820,1996e25c061d30483423308341f0451b,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОССХИМ""",2019,Действует,True,Научные исследования и разработки в области естественных и т,2019-2024,6,114851000.0,4684000.0,46725000.0,19557000.0,2592000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОССХИМ""",1197746311476,0,
2700035806,1de024545cae5427444f450e910b9cbe,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКУСТИЧЕСКИЕ ТЕХНОЛОГИИ""",2024,Действует,True,Научные исследования и разработки в области естественных и т,2024-2024,1,2716000.0,935000.0,1099000.0,936000.0,905000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКУСТИЧЕСКИЕ ТЕХНОЛОГИИ""",1242700012521,0,
7706640206,babb06ae373efde40360fe7650dc0b69,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОАССИСТАНС""",2006,Действует,True,Научные исследования и разработки в области естественных и т,2015-2024,10,1357231000.0,79572000.0,558773000.0,89491000.0,13162000.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОАССИСТАНС""",1067759973522,0,RU000A109UE5
7734359364,a51a762fc0b369df1f18b47203474898,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""101ЭКСПИ ЛАБС""",2015,Действует,True,Научные исследования и разработки в области естественных и т,2017-2024,8,415145000.0,75879000.0,299363000.0,102938000.0,20493000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""101ЭКСПИ ЛАБС""",1157746703058,0,
5903155910,a0dee292ed1b0e864f412e886bae2567,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗАЛЬТБАЗА""",2023,Действует,True,Научные исследования и разработки в области естественных и т,2023-2025,3,3599000.0,-33956000.0,41700000.0,-56153000.0,1550000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗАЛЬТБАЗА""",1235900004230,0,
7704719651,eaef28d25ee01d6d4e2fcea3fb2d1047,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""1ФОРМА""",2009,Действует,True,Научные исследования и разработки в области естественных и т,2015-2024,10,320417000.0,60725000.0,136715000.0,71927000.0,1339000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""1ФОРМА""",1097746017357,0,
9726023075,0dea8f407d8f77cc377f13d47c1d09ac,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""1 РЕГИОНАЛЬНЫЙ ПРИКЛАДНОЙ УНИВЕРСИТЕТ""",2022,Действует,True,Научные исследования и разработки в области общественных и г,2022-2024,3,,-1023000.0,17714000.0,3183000.0,1000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""1 РЕГИОНАЛЬНЫЙ ПРИКЛАДНОЙ УНИВЕРСИТЕТ""",1227700621103,0,
7701362121,5331b4db0a322ba9c8e04efb5c591357,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""24 ЧАСА ТВ""",2013,Действует,True,Разработка компьютерного программного обеспечения,2015-2024,10,481759000.0,78350000.0,91590000.0,38498000.0,3261000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""24 ЧАСА ТВ""",1137746516148,0,
7726472126,9726bef0ab5bbabaad529fbc6c919121,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АА ПЛЮС ТЕХНОЛОГИИ""",2020,Действует,True,Научные исследования и разработки в области биотехнологии,2021-2024,4,,-39000.0,10250000.0,-120000.0,7000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АА ПЛЮС ТЕХНОЛОГИИ""",1207700502789,0,
9731112940,c92e4b022faa6ae0a8e97e54d20af3dd,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3Д АРТ""",2023,Действует,True,Научные исследования и разработки в области естественных и т,2023-2025,3,19175000.0,-21450000.0,50500000.0,46607000.0,7846000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3Д АРТ""",1237700242670,0,
