id,name,inn,cluster,status,year,trl,irl,mrl,crl,patent_count,has_ai,tech_count,industry_count,product_count,max_revenue,max_profit,score_tech_maturity,score_innovation,score_market_potential,score_team_readiness,score_financial_health,score_overall
e1fdb1678cb4e993a6a8b16aa2fb6d06,БИОИНТЕХ,4246025570,Биомедицина,active,2024,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.5
4cd528c3a2aab2989d9c421863083546,БЛЭК РЭЙС,7726353947,Энерготех,active,2015,9,1,8,2,2,0,2,3,1,81335000.0,1865000.0,6.33,5.8,5.3,2.22,5.8,5.3
6940b221a96f336bf2a7114f57293fbe,БОТГЕРЦ,7733420312,Промтех,active,2023,9,8,9,4,2,0,1,1,2,249437000.0,465000.0,8.89,5.4,7.6,4.44,5.7,6.63
955786f984895b8782254269cad864ff,РУНАТЕХ,7730292990,ИТ,active,2022,0,6,0,5,0,1,0,0,0,4410000.0,36000.0,6.25,2.5,6.5,5.56,3.7,4.94
a02df7014bded91f97ce56b0233f3e25,БРЕЙНФОН,1684012821,Биомедицина,active,2023,5,3,4,4,7,1,2,2,1,0.0,517000.0,4.56,6.97,5.3,4.44,3.2,4.9
ee05e709999cc5cbc071943eeb49877a,ТИМ-ВЕКТОР,5473020186,Энерготех,active,2025,0,2,0,6,0,0,0,0,0,0.0,0.0,3.89,1.0,3.0,6.67,2.0,3.17
6211e43bff3a3dadfe0b293973a0eb23,КАРБОН ГЛАС,5022079660,Энерготех,active,2025,8,3,7,4,0,0,1,1,1,0.0,0.0,6.56,4.07,4.8,4.44,2.0,4.48
6412d6b90e606416542faeca46337427,НПП ХЛОРТЕХ,6319194217,Энерготех,active,2015,8,8,7,5,2,0,2,2,1,34274000.0,46000.0,8.11,5.47,7.8,5.56,5.3,6.57
6f2fce7c8a31b4e9e78b45bd3d7f4546,ДИЗРАПП,7813566035,ИТ,active,2013,9,8,8,7,3,0,5,3,6,94853000.0,19414000.0,9.11,7.0,9.5,7.78,7.5,8.24
5af2a2824977a80afee8e107e662d494,КОМПО СОФТ,7726677170,ИТ,active,2011,4,6,7,4,6,0,3,3,2,113531000.0,8733000.0,5.83,5.53,8.6,4.44,7.5,6.45
708141a131d4120ea88bda884c69f9f0,МКЗ,9710144042,Промтех,active,2025,0,7,0,4,0,0,0,0,0,0.0,0.0,6.53,1.0,5.0,4.44,2.0,3.9
b7db08b75a7530ef9012e18ef2421330,ЛАБОРАТОРИЯ НАВИГАЦИИ,7720927874,Промтех,active,2024,1,5,2,7,0,0,1,3,1,11200000.0,7537000.0,3.5,1.73,8.3,7.78,5.7,5.19
19bebe63d36418ba704cfd9c4e6e271c,ИНТЕХ,5024233444,ИТ,active,2023,0,5,0,2,2,1,0,0,0,3010000.0,2833000.0,4.31,3.5,6.5,2.22,4.2,4.25
9944c137479fc38eb230efd76df11c60,КРОПФЛИТ РОБОТИКС,9710133837,Энерготех,active,2024,0,4,0,5,0,1,0,0,0,0.0,1475000.0,4.86,2.5,5.0,5.56,3.2,4.19
c63e54a761d16a9c241d329453b4dae4,ПЕРЕГРИН,7801739808,Промтех,active,2025,2,1,1,4,0,0,3,3,1,0.0,0.0,2.0,2.87,3.8,4.44,2.0,2.9
ee6fe3136798502c84bf8b9065b753fa,ГК ДИАТ,7743167267,Промтех,active,2016,0,8,0,6,4,0,0,0,0,1086720000.0,37864000.0,8.06,2.0,6.5,6.67,7.5,6.21
ab6cd42d3b12e749e1b4abb3e585a145,ДИВО,9731065497,Промтех,active,2020,8,6,7,5,3,0,2,3,2,23237000.0,0.0,7.56,5.47,8.6,5.56,4.8,6.5
32c9df95db616448f03946376152c83a,ЭБС ЛАНЬ,7811272960,ИТ,active,2016,9,8,9,6,4,1,4,3,3,225816000.0,30810000.0,9.22,8.1,8.9,6.67,7.5,8.21
afe7ef61e8f70b9e6d79602fb1cff8d0,ЭПТ,7735201429,Биомедицина,active,2023,2,1,2,3,0,0,2,3,1,0.0,0.0,2.11,2.47,3.8,3.33,2.0,2.68
0eb344a6a672d73b859b02de50bef2f4,ЭНАМЕРУ,7802591840,Промтех,active,2016,9,8,8,6,2,0,3,3,2,559300000.0,362203000.0,8.94,6.2,8.6,6.67,8.0,7.8
0a30a7d8703dbfb8f04eb23c143fb867,ГЕОМ,4205414183,Энерготех,active,2023,0,1,0,2,1,0,0,0,0,2180000.0,82000.0,1.53,2.0,3.5,2.22,3.7,2.56
9219e3edcc609d5e8cf2cb50765eecf9,ЕВРОНЕ ДЕВЕЛОПМЕНТ,3664086233,ИТ,active,2007,8,6,8,4,2,1,3,3,1,425648000.0,33553000.0,7.67,7.37,8.3,4.44,7.5,7.22
30e7227d3333bd2346493e3112bd24b5,ЦИФРОВЫЕ СЕРВИСЫ,9731144188,Энерготех,active,2024,0,4,0,4,2,0,0,0,0,0.0,0.0,4.44,2.0,5.0,4.44,2.0,3.58
2e69ee89c0b0f5cc70f90e2ec3c13409,ПФК ИНЖИНИРИНГ,5473012717,Промтех,active,2023,8,6,3,5,0,0,1,1,1,0.0,0.0,6.44,4.07,5.8,5.56,2.0,4.82
b86520405a37c02406ffc7330528ea42,ГЕРЦ,4205418357,Биомедицина,active,2023,7,4,6,3,0,0,3,3,1,28000.0,0.0,6.0,4.53,8.3,3.33,2.7,5.11
747481613cd0e47e16c8fc3cd3c4e8f3,ГЕТАЛОН ЛАБС,5044137957,ИТ,active,2023,7,3,4,5,1,0,3,3,1,4500000.0,0.0,5.5,5.53,7.3,5.56,3.2,5.41
1996e25c061d30483423308341f0451b,ГЛОССХИМ,7727418820,Промтех,active,2019,9,1,8,6,1,0,1,3,1,114851000.0,8295000.0,7.0,5.4,5.3,6.67,7.5,6.39
1de024545cae5427444f450e910b9cbe,АКУСТИЧЕСКИЕ ТЕХНОЛОГИИ,2700035806,Промтех,active,2024,9,3,5,4,1,0,3,3,1,2716000.0,935000.0,6.39,6.2,7.3,4.44,4.2,5.8
babb06ae373efde40360fe7650dc0b69,АВТОАССИСТАНС,7706640206,ИТ,active,2006,4,7,3,4,16,0,2,2,1,1959188000.0,142992000.0,5.0,5.63,7.8,4.44,9.0,6.4
a51a762fc0b369df1f18b47203474898,101ЭКСПИ ЛАБС,7734359364,ИТ,active,2015,9,9,9,6,0,1,2,2,1,415145000.0,80488000.0,9.5,6.3,7.8,6.67,8.0,7.79
a0dee292ed1b0e864f412e886bae2567,ББ,5903155910,Промтех,active,2023,2,2,2,2,0,0,2,2,1,5775000.0,0.0,2.22,2.47,5.8,2.22,3.2,3.18
eaef28d25ee01d6d4e2fcea3fb2d1047,1ФОРМА,7704719651,ИТ,active,2009,6,3,8,5,5,1,5,3,3,320417000.0,60725000.0,6.22,8.5,7.9,5.56,8.0,7.27
0dea8f407d8f77cc377f13d47c1d09ac,1РПУ,9726023075,ИТ,active,2022,2,1,1,2,1,1,1,1,1,0.0,0.0,1.67,4.57,2.8,2.22,2.0,2.62
5331b4db0a322ba9c8e04efb5c591357,24 ЧАСА ТВ,7701362121,ИТ,active,2013,9,8,8,6,5,0,5,2,1,481759000.0,78350000.0,8.94,8.0,7.8,6.67,8.0,8.0
9726bef0ab5bbabaad529fbc6c919121,АА+ТЕХ,7726472126,Биомедицина,active,2020,4,3,3,4,2,1,5,2,1,0.0,0.0,3.89,6.83,5.3,4.44,2.0,4.47
c92e4b022faa6ae0a8e97e54d20af3dd,3Д АРТ,9731112940,Энерготех,active,2023,7,2,4,3,2,0,3,4,2,99123000.0,46042000.0,4.89,5.53,7.1,3.33,5.9,5.43
ef3c63b28bcbb9ad4ede737bf0fcef3f,ТРИДЭФ,9721224677,Промтех,active,2024,3,2,3,3,0,0,2,3,1,5918000.0,33000.0,3.06,2.8,6.3,3.33,3.5,3.78
3ea3cb2059079006ce119f327fa77e54,ЗДН,9731043084,ИТ,active,2019,8,3,7,3,4,1,3,2,2,2500000.0,71000.0,6.39,7.37,7.1,3.33,6.1,6.21
cb4a1f3c2b4f6dd2adbd735ea678bd29,РАДИОВИДЕНИЕ,7017343993,Промтех,active,2013,8,6,7,5,0,0,2,2,1,22489000.0,2328000.0,7.56,4.47,7.8,5.56,6.0,6.38
9d074349047703c18b402524eec57165,ДОММАР,7709951104,Биомедицина,active,2014,9,8,8,6,3,0,5,3,1,644151000.0,66640000.0,8.94,7.0,8.3,6.67,8.0,7.9
5aa6edfcfc85659e25157ad89f98de56,50ОМ ТЕХ.,7017398640,Промтех,active,2016,6,3,7,4,26,1,3,2,3,39490000.0,45177000.0,5.78,8.2,7.4,4.44,6.5,6.53
d8f4ca0ff2428083dc14c42dc19ed958,5 МАРКС,9714030984,ИТ,active,2023,8,1,7,1,0,1,2,2,1,9811000.0,0.0,5.5,5.97,4.8,1.11,3.2,4.33
4f3511b508ce4199156d85c2e39f9219,ТАТУРЕЛИДЖН,9731108550,Энерготех,active,2023,3,1,3,4,0,0,1,3,1,0.0,0.0,2.94,2.4,3.8,4.44,2.0,3.04
7fc2756ff5dd5e244c669b1051feb669,7 ПРУДОВ ИНВЕСТИЦИИ,6670503917,ИТ,active,2021,7,3,4,3,0,0,2,2,1,13270000.0,0.0,5.17,4.13,6.8,3.33,4.2,4.82
10578efad8ca16a92033dfd7c145d1f1,АС ДИАГНОСТ,9731120518,Энерготех,active,2023,1,1,1,1,0,0,2,2,1,0.0,0.0,1.11,2.13,3.3,1.11,2.0,1.93
576e1fd992332dafa8751e00752122ef,АЛЬФА-КОМПРЕССОР,2311301082,Энерготех,active,2020,8,1,5,2,1,0,4,2,1,0.0,0.0,5.11,6.27,3.3,2.22,2.0,3.92
b0ad5c43bcde7e61d31fb96f6b7d0acf,АКРИБИЯ. ИССЛЕДОВАНИЯ И РАЗРАБОТКИ,7802879558,ИТ,active,2014,2,6,2,6,0,0,5,3,4,28419000.0,7920000.0,4.0,3.67,9.2,6.67,6.5,5.87
3c28f93a44e78dac056a85e5d99bb79c,АКРОЛАБ ТЕХНОЛОДЖИ,7751195243,Энерготех,active,2021,8,7,8,7,1,0,3,2,1,58700000.0,10602000.0,8.44,5.87,7.8,7.78,6.3,7.27
39f6e5c7b50653933da9190cf2621b7e,АС СМЕТА,3666243379,Энерготех,active,2020,9,4,7,4,1,0,2,2,1,2596000.0,1901000.0,7.22,5.8,7.8,4.44,6.6,6.51
d5a7ba8118e7ea7f70dff060780781e2,ЦЕНТРОБЕЖНЫЕ МАШИНЫ,9731033618,Энерготех,active,2019,8,7,6,5,9,0,5,2,1,54399000.0,1348000.0,7.56,7.67,7.8,5.56,6.0,7.02
53878a9ad55013d66211295a0b494805,АКРИД,6623114110,Промтех,active,2015,7,5,7,6,3,0,2,2,1,306518000.0,97436000.0,7.06,5.13,7.8,6.67,8.0,6.95
39137a614f80960a36c2c414f84cbc98,АДИАБАТИКА,6685043331,ИТ,active,2013,9,4,7,2,1,1,2,3,1,46332000.0,18160000.0,6.89,7.3,8.3,2.22,5.9,6.36
33d3780cde981daca6b82df41ea43411,АДМ СИСТЕМ,7610136414,Промтех,active,2022,9,5,7,4,0,0,3,3,1,74152000.0,8260000.0,7.5,5.2,8.3,4.44,6.1,6.46
e913b692459690b9b58c3d2fadf3e915,ЭДКОНТРОЛ,7100018815,ИТ,active,2022,9,8,9,4,1,1,5,2,2,44136000.0,22531000.0,8.89,8.5,8.1,4.44,6.1,7.43
69003d5478343cec1256d1e523289707,АКУСТИЧЕСКАЯ ЗАМОРОЗКА,9721044410,Биомедицина,active,2017,9,3,9,5,5,0,6,3,1,49417000.0,24213000.0,7.67,8.0,7.3,5.56,8.5,7.51
617ff1fb734acce55c8e3ca78e8c8333,АГЕНТУМ,7720328510,Энерготех,active,2016,9,6,7,4,7,1,8,3,4,59336000.0,13111000.0,7.78,9.5,9.2,4.44,6.5,7.65
3144a928cc105fab53adb00ca16f125c,АГРОЭКОМИССИЯ,6372025912,Биомедицина,active,2019,0,1,0,3,0,0,1,0,0,230000.0,8000.0,1.94,1.4,3.5,3.33,3.0,2.57
315ced6b97e150c9ef46f20754fba192,ДРОН-СЕРВИС,9709009257,Промтех,active,2017,8,5,7,5,2,0,3,3,1,223070000.0,6246000.0,7.28,5.87,8.3,5.56,7.1,6.91
ffe34869e5e9a1609ea89156825c3398,СМАРТРЕЙС,9731088529,Промтех,active,2022,7,5,7,5,7,1,4,4,3,670000.0,961000.0,6.89,8.43,9.4,5.56,4.1,6.94
eb83b8f3addc6ed21e73db2d92b44188,АГРОНОУТ,7731307713,Биомедицина,active,2016,0,6,0,6,5,0,3,0,3,116581000.0,33046000.0,6.67,4.2,7.4,6.67,7.5,6.49
acfac484b348d11809d48f5c5cf1bb49,АГРОТАРГЕТ,9731077012,Промтех,active,2021,2,4,2,5,5,1,7,3,3,2475000.0,1966000.0,3.28,7.17,8.9,5.56,4.6,5.79
36ca7106c0bd438e3dd6cd1ec6abeb3f,РИВЦ-ПУЛКОВО ТИИ,7813669979,ИТ,active,2023,3,1,3,4,1,1,2,2,2,700000.0,104000.0,2.94,5.3,5.1,4.44,3.2,4.12
22dbac3c02b396948d6a42660a337c50,АЙФОРДЖИ,7838104770,ИТ,active,2022,2,2,2,3,3,1,3,3,1,20000.0,0.0,2.39,5.37,6.3,3.33,2.7,3.97
063cfe4fb90a7d8362fef310b37e429e,АИС МЕДИА,7736610311,ИТ,active,2009,9,6,8,4,4,1,3,3,2,478111000.0,72564000.0,8.06,7.7,8.6,4.44,8.0,7.54
ff2c2c73558e9803a564f6417d31216a,РЕАФИТ,5044094894,Биомедицина,active,2015,8,8,5,2,3,1,4,3,2,76841000.0,11384000.0,7.06,7.77,8.6,2.22,6.5,6.67
c511741bb25b6b9b44efef12ecee64f9,АЙГЕН,9701137313,ИТ,active,2019,1,6,1,6,0,0,4,0,1,101881000.0,33264000.0,3.33,2.93,6.8,6.67,7.3,5.24
9c53d79edb9d443eb3536c6bff52e5d8,АДЕПТ,7814465872,ИТ,active,2010,0,6,0,3,3,1,2,0,1,31492000.0,4932000.0,5.42,4.3,6.8,3.33,5.8,5.23
9e90b36514dedfa1c736e25ef7f377eb,ИННОВАЦИОННЫЕ АЭРОЛОДКИ,2411032588,Промтех,active,2023,7,4,4,2,1,1,1,2,1,51209000.0,10392000.0,5.28,6.23,7.8,2.22,5.7,5.6
36f10f332c9845d176e231ca538b7d9d,АЙРО,7703821839,ИТ,active,2014,9,6,9,7,5,1,3,2,1,783187000.0,5606000.0,8.83,8.7,7.8,7.78,7.5,8.17
616c398883f21e56f7cfa733575bb652,АИСТАГРО,7731331201,Биомедицина,active,2016,6,3,3,2,0,0,5,3,1,1000000.0,345000.0,4.33,5.0,7.3,2.22,3.5,4.58
07f6f93fd2b40773c294aa0410fcf5fa,АИСТ-АИ,9731092370,ИТ,active,2022,5,1,4,4,1,0,1,3,2,0.0,0.0,4.0,4.07,4.1,4.44,2.0,3.7
00b208de7c36b6c90277571f4eca9d18,АКРОНИКС,5047137049,ИТ,active,2012,0,1,0,6,1,0,0,0,0,118516000.0,51171000.0,3.19,2.0,3.5,6.67,7.8,4.46
9eb183f8c24d9edb372237cf33491eca,НИП АЛЕКСАНДРИНА,4826155728,ИТ,active,2022,1,5,2,4,2,0,2,3,1,104000.0,52000.0,3.0,3.13,8.3,4.44,3.0,4.3
d0ce6adaf0f3d32b7c7b9c6baa90dcdc,ЭЙ-ДЖИ-ТИ,9731065994,Биомедицина,active,2020,9,8,8,4,2,0,2,2,1,12985000.0,3527000.0,8.61,5.8,7.8,4.44,5.6,6.66
f8866e2477869bc7628bdf82eacef83b,АЛЛЕРГОТОП,7704380778,Биомедицина,active,2016,7,6,8,4,1,0,3,3,1,1673000.0,0.0,7.28,5.53,8.3,4.44,4.0,6.05
a17c990b7ad2782175c6acd2aaec052f,ТОПЛИВНЫЙ АЛЬЯНС,9729037076,Энерготех,active,2016,7,3,6,2,3,0,4,3,1,10470000.0,1237000.0,5.56,5.93,7.3,2.22,6.0,5.57
eea318698aeceacd4ed6822852206746,АКАДЕМЛАЗЕРМАШ,5408028837,Промтех,active,2021,8,5,7,4,1,1,3,4,3,3000000.0,2166000.0,7.11,7.37,9.4,4.44,4.4,6.68
a0ee65657bd4c37cd7462f79a89310a8,А-КОР,9731125160,ИТ,active,2023,7,1,7,4,2,0,2,2,2,67000.0,0.0,5.61,5.13,5.1,4.44,2.7,4.66
aee7d9115cd1ccb174928eface8481a8,АЛЬФАСЕЙСМИКА ИНЖИНИРИНГ,5406840232,Энерготех,active,2024,3,1,5,4,1,0,3,3,1,0.0,0.0,3.5,4.2,3.8,4.44,2.0,3.54
e687e8cb4b7f82977d0fa7bb8f328305,АЛТ,7731383390,Энерготех,active,2017,5,3,4,1,2,0,3,3,1,1100000.0,1310000.0,4.06,4.87,7.3,1.11,4.6,4.53
af388a2b4001ea2f953cd52cf8abbbde,ВЭЛТ,1800010289,Энерготех,active,2023,1,1,1,1,0,0,2,2,1,0.0,0.0,1.11,2.13,3.3,1.11,2.0,1.93
b7356996fa5347ffdddf37fd256c0bd7,ГРУППА АЛТЭЙ,7715711661,Биомедицина,active,2008,2,7,2,4,1,1,4,2,2,76028000.0,44505000.0,3.94,5.77,8.1,4.44,6.5,5.73
089d5a2a1f7993650bd4cdd039a6e9d6,АЛЬТМЕТРИКС,9731125379,ИТ,active,2023,9,5,7,2,0,1,4,3,2,3000.0,0.0,7.17,7.1,8.6,2.22,2.7,5.8
0a6f924747c0bc192c4ab4a24eafffbf,АЛЬТ,7731326297,ИТ,active,2016,9,8,9,6,11,0,4,3,1,248092000.0,21868000.0,9.22,8.1,8.3,6.67,7.5,8.09
56d473dd8f1704c60c65fe2567912278,АМЕТКО,9717091914,Промтех,active,2020,7,1,6,4,6,0,2,3,2,64087000.0,36449000.0,5.33,6.13,5.6,4.44,6.3,5.61
b409beb536144fc5539b9a2bc46bc5fd,УПРАВЛЕНИЕ ПРОЕКТАМИ,3257052373,Энерготех,active,2017,1,7,1,5,3,0,1,1,1,26201000.0,6630000.0,3.44,2.73,7.3,5.56,6.5,5.0
1b8dd8d719f9f1a22425d86f64524371,АНАЛИТИЧЕСКИЕ РЕШЕНИЯ,7814817242,ИТ,active,2022,5,2,5,4,0,1,3,3,1,93970000.0,53638000.0,4.56,5.37,6.3,4.44,6.4,5.42
e8c2429add285dfb2e13d1ec429edb58,АНАЛИТИКА ИТ ЛАБ,9717105902,ИТ,active,2021,9,3,8,4,0,0,3,5,3,225300000.0,155007000.0,7.22,5.2,8.4,4.44,7.8,6.75
0314cda11f25160b30a8fc84930f761d,РУБЛЕФФ ТЕХНОЛОДЖИ,5410090222,ИТ,active,2021,8,6,3,4,3,1,5,2,1,1633000.0,1393000.0,6.28,8.17,7.8,4.44,4.6,6.35
88518319d468a2f88d35af4156d7fb39,АНТ,9728019797,Биомедицина,active,2020,3,2,6,4,0,1,4,2,1,0.0,0.0,4.06,5.1,4.3,4.44,2.0,3.96
75c9050cdcb7f7dcc19b709415d2f270,Д ТЕХНОЛОДЖИ,7728492537,ИТ,active,2019,9,4,9,5,2,1,2,2,1,416087000.0,142870000.0,7.94,7.3,7.8,5.56,8.0,7.44
cd93494695065e8083c3856057de8394,ЦРПП,9731092081,Энерготех,active,2022,9,5,9,5,0,0,2,2,21,1185883000.0,177388000.0,8.22,4.8,9.0,5.56,7.6,7.17
772d434da149f101cae955af03342295,АПИМАТИК,9703161696,ИТ,active,2023,0,1,0,1,0,1,0,0,0,0.0,0.0,1.11,2.5,2.0,1.11,2.0,1.74
535879245a5ef36fd5af0ae142428c75,АТМОСФЕРА ПРОДУКТИВНОСТИ,9725099667,ИТ,active,2022,3,1,1,2,1,0,3,1,1,2563000.0,1364000.0,2.06,4.2,4.3,2.22,4.2,3.39
47ebd2bd91e52e8ef6917123dd5f30d2,АПТАМЕРЛАБ,2464143299,Биомедицина,active,2018,3,3,3,3,1,0,4,2,1,5885000.0,1891000.0,3.33,4.6,6.8,3.33,5.0,4.61
106418e164f0796763e6def79daced90,АКВАБРИЗЕР,9731049840,Промтех,active,2019,0,1,0,2,2,0,1,0,0,2300000.0,2064000.0,1.53,2.4,3.5,2.22,4.8,2.86
9f7767536383326559b5f997f8585950,АРЕАЛИТИ,6163229630,ИТ,active,2023,9,2,3,2,0,1,3,3,1,0.0,0.0,5.22,6.7,4.8,2.22,2.0,4.34
c718c676e23d88b5f1342932fccff5f4,НТЦ АРГО,3731016900,Энерготех,active,1999,7,4,5,4,1,0,3,3,2,12752000.0,6053000.0,5.89,5.53,8.6,4.44,6.5,6.27
cee47dd4a533c19a5b65911ab15e3990,А-РИАЛ,7705875830,Промтех,active,2013,8,3,7,5,8,1,6,3,3,646046000.0,201885000.0,6.72,9.17,7.9,5.56,10.0,7.93
d66b0ba3a6a007fba9a288d3016484e0,АРИПИКС РОБОТИКС,7728434172,Промтех,active,2018,0,7,0,4,1,0,1,0,0,63835000.0,0.0,6.53,2.4,6.5,4.44,5.0,5.08
af16361f05d2824bd6afb5964fee38ef,АРМ,7731394191,Энерготех,active,2017,2,1,2,3,5,0,4,1,1,60960000.0,27658000.0,2.11,5.27,4.3,3.33,6.5,4.24
edf989dae8e85e76efaa62178f622769,АРМ-ПРО,5053059984,Промтех,active,2019,0,5,0,7,0,0,0,0,0,67755000.0,1170000.0,6.39,1.0,6.5,7.78,6.0,5.46
773ec787e870eb4a60f269a453dfde2b,ИНТЕРНЕТ ПРОДВИЖЕНИЕ,9718013813,ИТ,active,2016,7,7,8,6,0,0,5,3,1,567412000.0,371377000.0,7.89,5.33,8.3,6.67,8.0,7.3
96eb3b827745a4b739d1cd2090d7c68a,АРСКА ТЕК,7806268373,Энерготех,active,2017,9,7,4,4,1,0,3,2,1,216207000.0,45242000.0,7.22,6.2,7.8,4.44,7.5,6.77
4d60ef6227a410fddb2eafdeed7f4cee,АРТГАЗ,7726703380,Промтех,active,2012,7,6,3,3,2,0,3,2,1,394007000.0,195986000.0,5.72,5.53,7.8,3.33,8.0,6.2
72ae210275abf7d68a3720fad4de1cc8,ПК МОРОШКА ДВ,7224083327,Промтех,active,2021,7,6,2,4,2,0,1,1,1,88253000.0,30396000.0,5.61,4.73,7.3,4.44,6.3,5.74
806d3d4d85e95d6c324f6aabb5e19b94,АСАНА ТМ,7728205278,Промтех,active,2000,8,7,8,5,1,0,3,3,1,394777000.0,117867000.0,8.11,5.87,8.3,5.56,8.0,7.29
7c3e75c73e18da64c5b7c8fd221cad8d,НПО АСФЕРИКА,7719496782,Промтех,active,2019,9,7,9,5,6,0,4,2,1,148168000.0,38386000.0,8.78,7.6,7.8,5.56,7.5,7.61
024b5b31760984252e51cf854ced584b,АСТОНЛАБ,7716968677,ИТ,active,2022,8,7,8,5,2,1,2,2,1,1106333000.0,488118000.0,8.11,6.97,7.8,5.56,7.6,7.33
63bc838765388db331ae3091e2e4a6fd,АСТЕРИОН,4703178010,Энерготех,active,2020,8,1,5,2,1,0,3,2,1,212407000.0,112659000.0,5.11,5.87,4.8,2.22,8.0,5.34
24b5b5738b0c273608a2a395e4ec4bd8,АСВ-СЕВЕР,7806259114,Промтех,active,2016,9,7,7,4,1,0,1,1,1,16929000.0,345000.0,8.06,5.4,7.3,4.44,5.3,6.28
e39fe2d804464c59ee816017152c07e8,АТАМАН,7736350141,Промтех,active,2023,9,2,8,5,4,0,3,4,2,92681000.0,9289000.0,7.11,6.2,7.1,5.56,5.7,6.41
